FromNode,ToNode,Distance_Meters,Time_Seconds
1053.0,1090.0,33952.34,1358.09
1090.0,1053.0,33952.34,1358.09
1053.0,1215.0,25012.4,1000.5
1215.0,1053.0,25012.4,1000.5
1392.0,1052.0,65099.97,2604.0
1052.0,1392.0,65099.97,2604.0
431.0,607.0,28641.15,1145.65
607.0,431.0,28641.15,1145.65
414.0,437.0,31545.6,1261.82
437.0,414.0,31545.6,1261.82
478.0,1088.0,25331.38,1013.26
1088.0,478.0,25331.38,1013.26
478.0,1242.0,22975.94,919.04
1242.0,478.0,22975.94,919.04
607.0,606.0,45626.12,1825.04
606.0,607.0,45626.12,1825.04
469.0,1565.0,28769.41,1150.78
1565.0,469.0,28769.41,1150.78
469.0,1557.0,42460.73,1698.43
1557.0,469.0,42460.73,1698.43
1565.0,1557.0,26651.64,1066.07
1557.0,1565.0,26651.64,1066.07
1557.0,1542.0,21614.8,864.59
1542.0,1557.0,21614.8,864.59
1557.0,1653.0,23927.33,957.09
1653.0,1557.0,23927.33,957.09
1088.0,1087.0,32720.18,1308.81
1087.0,1088.0,32720.18,1308.81
1242.0,1141.0,23332.51,933.3
1141.0,1242.0,23332.51,933.3
1242.0,1293.0,49964.14,1998.57
1293.0,1242.0,49964.14,1998.57
538.0,677.0,44482.15,1779.29
677.0,538.0,44482.15,1779.29
538.0,572.0,49270.42,1970.82
572.0,538.0,49270.42,1970.82
538.0,710.0,67022.29,2680.89
710.0,538.0,67022.29,2680.89
538.0,600.0,53422.18,2404.0
600.0,538.0,53422.18,2404.0
632.0,600.0,39056.93,1562.28
600.0,632.0,39056.93,1562.28
632.0,637.0,43924.65,1976.61
637.0,632.0,43924.65,1976.61
516.0,615.0,40656.77,1829.55
615.0,516.0,40656.77,1829.55
615.0,621.0,32154.58,1286.18
621.0,615.0,32154.58,1286.18
600.0,610.0,50217.41,2008.7
610.0,600.0,50217.41,2008.7
542.0,534.0,28467.78,1281.05
534.0,542.0,28467.78,1281.05
536.0,568.0,47360.13,1894.41
568.0,536.0,47360.13,1894.41
536.0,666.0,18252.51,730.1
666.0,536.0,18252.51,730.1
536.0,628.0,21656.99,866.28
628.0,536.0,21656.99,866.28
536.0,713.0,39928.52,1796.78
713.0,536.0,39928.52,1796.78
536.0,609.0,47877.93,2154.51
609.0,536.0,47877.93,2154.51
541.0,708.0,62519.71,2500.79
708.0,541.0,62519.71,2500.79
541.0,723.0,45182.98,1807.32
723.0,541.0,45182.98,1807.32
534.0,591.0,37180.83,1673.14
591.0,534.0,37180.83,1673.14
534.0,540.0,48051.37,2162.31
540.0,534.0,48051.37,2162.31
533.0,528.0,35300.97,1412.04
528.0,533.0,35300.97,1412.04
533.0,703.0,50395.34,2015.81
703.0,533.0,50395.34,2015.81
533.0,540.0,32067.31,1282.69
540.0,533.0,32067.31,1282.69
533.0,698.0,74643.01,2985.72
698.0,533.0,74643.01,2985.72
573.0,561.0,63497.69,2539.91
561.0,573.0,63497.69,2539.91
573.0,1542.0,37875.06,1515.0
1542.0,573.0,37875.06,1515.0
573.0,1560.0,36858.47,1474.34
1560.0,573.0,36858.47,1474.34
573.0,724.0,20706.71,931.8
724.0,573.0,20706.71,931.8
646.0,577.0,39384.53,1575.38
577.0,646.0,39384.53,1575.38
646.0,723.0,29188.13,1313.47
723.0,646.0,29188.13,1313.47
666.0,628.0,29499.47,1327.48
628.0,666.0,29499.47,1327.48
702.0,708.0,40533.71,1621.35
708.0,702.0,40533.71,1621.35
702.0,719.0,69347.83,3120.65
719.0,702.0,69347.83,3120.65
703.0,2067.0,30677.74,1227.11
2067.0,703.0,30677.74,1227.11
703.0,528.0,31721.07,1427.45
528.0,703.0,31721.07,1427.45
2309.0,699.0,37312.95,1492.52
699.0,2309.0,37312.95,1492.52
2309.0,2211.0,59148.85,2365.95
2211.0,2309.0,59148.85,2365.95
2309.0,2370.0,19019.49,760.78
2370.0,2309.0,19019.49,760.78
628.0,577.0,50203.4,2008.14
577.0,628.0,50203.4,2008.14
719.0,723.0,45907.94,1836.32
723.0,719.0,45907.94,1836.32
699.0,2211.0,71620.5,2864.82
2211.0,699.0,71620.5,2864.82
699.0,708.0,56214.3,2248.57
708.0,699.0,56214.3,2248.57
699.0,723.0,52945.24,2117.81
723.0,699.0,52945.24,2117.81
699.0,2208.0,37383.67,1495.35
2208.0,699.0,37383.67,1495.35
698.0,511.0,51001.19,2040.05
511.0,698.0,51001.19,2040.05
698.0,540.0,50433.2,2017.33
540.0,698.0,50433.2,2017.33
698.0,591.0,78786.08,3151.44
591.0,698.0,78786.08,3151.44
698.0,1649.0,51483.3,2059.33
1649.0,698.0,51483.3,2059.33
698.0,1563.0,47638.58,1905.54
1563.0,698.0,47638.58,1905.54
723.0,708.0,72637.9,3268.71
708.0,723.0,72637.9,3268.71
2320.0,708.0,36562.43,1462.5
708.0,2320.0,36562.43,1462.5
2320.0,2240.0,52893.43,2115.74
2240.0,2320.0,52893.43,2115.74
2320.0,2311.0,60759.74,2430.39
2311.0,2320.0,60759.74,2430.39
511.0,1979.0,24061.46,962.46
1979.0,511.0,24061.46,962.46
511.0,559.0,19474.07,778.96
559.0,511.0,19474.07,778.96
1979.0,2015.0,35609.15,1602.41
2015.0,1979.0,35609.15,1602.41
559.0,517.0,113425.9,4537.04
517.0,559.0,113425.9,4537.04
559.0,1512.0,24412.21,1098.55
1512.0,559.0,24412.21,1098.55
517.0,1583.0,195880.24,7835.21
1583.0,517.0,195880.24,7835.21
517.0,1563.0,121675.06,4867.0
1563.0,517.0,121675.06,4867.0
517.0,1504.0,84042.13,3361.69
1504.0,517.0,84042.13,3361.69
517.0,1531.0,51340.69,2053.63
1531.0,517.0,51340.69,2053.63
517.0,1652.0,52440.5,2097.62
1652.0,517.0,52440.5,2097.62
517.0,1649.0,97904.64,3916.19
1649.0,517.0,97904.64,3916.19
517.0,1666.0,65999.71,2639.99
1666.0,517.0,65999.71,2639.99
517.0,1614.0,90450.5,3618.02
1614.0,517.0,90450.5,3618.02
517.0,1681.0,95345.6,3813.82
1681.0,517.0,95345.6,3813.82
517.0,1560.0,84352.54,3374.1
1560.0,517.0,84352.54,3374.1
517.0,1548.0,121753.03,4870.12
1548.0,517.0,121753.03,4870.12
517.0,1465.0,130678.66,5227.15
1465.0,517.0,130678.66,5227.15
517.0,1521.0,102411.17,4096.45
1521.0,517.0,102411.17,4096.45
517.0,1558.0,51426.06,2057.04
1558.0,517.0,51426.06,2057.04
517.0,1700.0,39997.56,1599.9
1700.0,517.0,39997.56,1599.9
517.0,1537.0,73350.11,3300.75
1537.0,517.0,73350.11,3300.75
572.0,677.0,40046.29,1601.85
677.0,572.0,40046.29,1601.85
572.0,575.0,32725.29,1309.01
575.0,572.0,32725.29,1309.01
1583.0,1541.0,24857.84,994.31
1541.0,1583.0,24857.84,994.31
1583.0,1929.0,89427.95,3577.12
1929.0,1583.0,89427.95,3577.12
1583.0,1988.0,34080.4,1363.22
1988.0,1583.0,34080.4,1363.22
1583.0,1944.0,40726.66,1629.07
1944.0,1583.0,40726.66,1629.07
1583.0,2015.0,65499.7,2619.99
2015.0,1583.0,65499.7,2619.99
1563.0,1560.0,47935.83,1917.43
1560.0,1563.0,47935.83,1917.43
1563.0,591.0,33517.68,1508.3
591.0,1563.0,33517.68,1508.3
1504.0,1502.0,84260.36,3370.41
1502.0,1504.0,84260.36,3370.41
1504.0,1700.0,23618.88,944.76
1700.0,1504.0,23618.88,944.76
1504.0,1548.0,56332.45,2253.3
1548.0,1504.0,56332.45,2253.3
1531.0,1522.0,96105.28,3844.21
1522.0,1531.0,96105.28,3844.21
1531.0,1566.0,25970.71,1038.83
1566.0,1531.0,25970.71,1038.83
1531.0,1652.0,22707.96,1021.86
1652.0,1531.0,22707.96,1021.86
1531.0,1681.0,26979.43,1214.07
1681.0,1531.0,26979.43,1214.07
1652.0,1653.0,85036.26,3401.45
1653.0,1652.0,85036.26,3401.45
1649.0,1666.0,25789.88,1160.54
1666.0,1649.0,25789.88,1160.54
1484.0,1681.0,24996.77,999.87
1681.0,1484.0,24996.77,999.87
1484.0,1601.0,33918.66,1356.75
1601.0,1484.0,33918.66,1356.75
1484.0,1522.0,33703.77,1348.15
1522.0,1484.0,33703.77,1348.15
1484.0,1506.0,46472.81,2091.28
1506.0,1484.0,46472.81,2091.28
1666.0,1537.0,11857.54,474.3
1537.0,1666.0,11857.54,474.3
1614.0,1480.0,40267.06,1610.68
1480.0,1614.0,40267.06,1610.68
1614.0,1558.0,57071.95,2568.24
1558.0,1614.0,57071.95,2568.24
1681.0,1566.0,36235.11,1630.58
1566.0,1681.0,36235.11,1630.58
1560.0,1521.0,29838.82,1193.55
1521.0,1560.0,29838.82,1193.55
1548.0,1480.0,42690.04,1707.6
1480.0,1548.0,42690.04,1707.6
1548.0,1486.0,58829.73,2353.19
1486.0,1548.0,58829.73,2353.19
1548.0,1515.0,45531.06,1821.24
1515.0,1548.0,45531.06,1821.24
1548.0,1596.0,41812.88,1672.52
1596.0,1548.0,41812.88,1672.52
1548.0,1589.0,48337.46,1933.5
1589.0,1548.0,48337.46,1933.5
1465.0,1464.0,42715.85,1708.63
1464.0,1465.0,42715.85,1708.63
1465.0,1575.0,64790.63,2591.63
1575.0,1465.0,64790.63,2591.63
1465.0,1466.0,53077.17,2123.09
1466.0,1465.0,53077.17,2123.09
1465.0,1480.0,45101.73,1804.07
1480.0,1465.0,45101.73,1804.07
1521.0,1542.0,30157.9,1206.32
1542.0,1521.0,30157.9,1206.32
1480.0,1464.0,34934.61,1397.38
1464.0,1480.0,34934.61,1397.38
1558.0,1466.0,31131.1,1245.24
1466.0,1558.0,31131.1,1245.24
1558.0,1575.0,33826.26,1522.18
1575.0,1558.0,33826.26,1522.18
1700.0,1506.0,42547.47,1701.9
1506.0,1700.0,42547.47,1701.9
1700.0,1585.0,36204.01,1448.16
1585.0,1700.0,36204.01,1448.16
1512.0,1541.0,33026.45,1321.06
1541.0,1512.0,33026.45,1321.06
1512.0,1537.0,28460.24,1138.41
1537.0,1512.0,28460.24,1138.41
658.0,621.0,49760.91,1990.44
621.0,658.0,49760.91,1990.44
523.0,558.0,63048.27,2521.93
558.0,523.0,63048.27,2521.93
523.0,670.0,25972.83,1038.91
670.0,523.0,25972.83,1038.91
523.0,564.0,63490.21,2539.61
564.0,523.0,63490.21,2539.61
523.0,714.0,40839.62,1633.58
714.0,523.0,40839.62,1633.58
558.0,564.0,50568.12,2022.72
564.0,558.0,50568.12,2022.72
670.0,526.0,47092.9,1883.72
526.0,670.0,47092.9,1883.72
670.0,718.0,33495.56,1507.3
718.0,670.0,33495.56,1507.3
564.0,531.0,109500.61,4380.02
531.0,564.0,109500.61,4380.02
564.0,602.0,38377.94,1535.12
602.0,564.0,38377.94,1535.12
564.0,610.0,42578.79,1703.15
610.0,564.0,42578.79,1703.15
564.0,614.0,62748.36,2509.93
614.0,564.0,62748.36,2509.93
714.0,526.0,95055.56,3802.22
526.0,714.0,95055.56,3802.22
714.0,587.0,35373.36,1414.93
587.0,714.0,35373.36,1414.93
524.0,526.0,87360.86,3494.43
526.0,524.0,87360.86,3494.43
524.0,531.0,61115.39,2444.62
531.0,524.0,61115.39,2444.62
524.0,633.0,43441.06,1737.64
633.0,524.0,43441.06,1737.64
524.0,2237.0,43497.96,1739.92
2237.0,524.0,43497.96,1739.92
524.0,566.0,21492.93,967.18
566.0,524.0,21492.93,967.18
526.0,569.0,52577.36,2103.09
569.0,526.0,52577.36,2103.09
526.0,3141.0,75808.13,3032.33
3141.0,526.0,75808.13,3032.33
526.0,671.0,38453.86,1538.15
671.0,526.0,38453.86,1538.15
526.0,718.0,61829.82,2473.19
718.0,526.0,61829.82,2473.19
526.0,707.0,86422.95,3456.92
707.0,526.0,86422.95,3456.92
531.0,2285.0,62913.42,2516.54
2285.0,531.0,62913.42,2516.54
531.0,2236.0,66025.73,2641.03
2236.0,531.0,66025.73,2641.03
531.0,549.0,71046.76,2841.87
549.0,531.0,71046.76,2841.87
531.0,710.0,61090.37,2443.61
710.0,531.0,61090.37,2443.61
633.0,2222.0,85302.6,3412.1
2222.0,633.0,85302.6,3412.1
633.0,717.0,23051.71,1037.33
717.0,633.0,23051.71,1037.33
633.0,566.0,34408.0,1548.36
566.0,633.0,34408.0,1548.36
602.0,566.0,24996.79,999.87
566.0,602.0,24996.79,999.87
2237.0,2222.0,50476.71,2019.07
2222.0,2237.0,50476.71,2019.07
2237.0,2236.0,30501.27,1220.05
2236.0,2237.0,30501.27,1220.05
569.0,623.0,27880.91,1115.24
623.0,569.0,27880.91,1115.24
569.0,3012.0,101292.01,4051.68
3012.0,569.0,101292.01,4051.68
3141.0,3001.0,98440.45,3937.62
3001.0,3141.0,98440.45,3937.62
3141.0,707.0,20090.46,904.07
707.0,3141.0,20090.46,904.07
3141.0,623.0,39300.29,1768.51
623.0,3141.0,39300.29,1768.51
3141.0,587.0,48554.61,2184.96
587.0,3141.0,48554.61,2184.96
671.0,688.0,50442.58,2017.7
688.0,671.0,50442.58,2017.7
671.0,718.0,49558.25,2230.12
718.0,671.0,49558.25,2230.12
718.0,717.0,21283.73,851.35
717.0,718.0,21283.73,851.35
707.0,3091.0,64548.06,2581.92
3091.0,707.0,64548.06,2581.92
707.0,623.0,21940.5,987.32
623.0,707.0,21940.5,987.32
528.0,1938.0,28525.85,1141.03
1938.0,528.0,28525.85,1141.03
1938.0,1939.0,36592.5,1463.7
1939.0,1938.0,36592.5,1463.7
1938.0,1928.0,50968.49,2293.58
1928.0,1938.0,50968.49,2293.58
2285.0,2202.0,68989.68,2759.59
2202.0,2285.0,68989.68,2759.59
2285.0,2204.0,58364.05,2334.56
2204.0,2285.0,58364.05,2334.56
2285.0,2236.0,22026.37,881.05
2236.0,2285.0,22026.37,881.05
2236.0,2264.0,44970.23,1798.81
2264.0,2236.0,44970.23,1798.81
549.0,673.0,22802.95,912.12
673.0,549.0,22802.95,912.12
549.0,576.0,62673.86,2506.95
576.0,549.0,62673.86,2506.95
549.0,631.0,40579.28,1623.17
631.0,549.0,40579.28,1623.17
549.0,645.0,39029.79,1561.19
645.0,549.0,39029.79,1561.19
549.0,577.0,61562.01,2462.48
577.0,549.0,61562.01,2462.48
710.0,631.0,63289.64,2531.59
631.0,710.0,63289.64,2531.59
710.0,614.0,40233.49,1810.51
614.0,710.0,40233.49,1810.51
568.0,677.0,35946.65,1437.87
677.0,568.0,35946.65,1437.87
568.0,609.0,32485.07,1299.4
609.0,568.0,32485.07,1299.4
677.0,631.0,84706.24,3388.25
631.0,677.0,84706.24,3388.25
708.0,2240.0,52704.27,2108.17
2240.0,708.0,52704.27,2108.17
673.0,2202.0,45302.97,1812.12
2202.0,673.0,45302.97,1812.12
673.0,2297.0,42313.61,1904.11
2297.0,673.0,42313.61,1904.11
576.0,631.0,24635.43,1108.59
631.0,576.0,24635.43,1108.59
576.0,608.0,31244.36,1406.0
608.0,576.0,31244.36,1406.0
631.0,577.0,62090.75,2483.63
577.0,631.0,62090.75,2483.63
2202.0,2204.0,47659.72,1906.39
2204.0,2202.0,47659.72,1906.39
2202.0,2297.0,18449.01,737.96
2297.0,2202.0,18449.01,737.96
2202.0,2370.0,110255.5,4410.22
2370.0,2202.0,110255.5,4410.22
2202.0,2275.0,50170.07,2006.8
2275.0,2202.0,50170.07,2006.8
2202.0,2384.0,28531.51,1141.26
2384.0,2202.0,28531.51,1141.26
645.0,577.0,36087.79,1443.51
577.0,645.0,36087.79,1443.51
645.0,608.0,49704.96,2236.72
608.0,645.0,49704.96,2236.72
645.0,2382.0,55775.08,2509.88
2382.0,645.0,55775.08,2509.88
577.0,608.0,31566.55,1262.66
608.0,577.0,31566.55,1262.66
577.0,2384.0,128350.93,5134.04
2384.0,577.0,128350.93,5134.04
561.0,724.0,27031.8,1216.43
724.0,561.0,27031.8,1216.43
610.0,614.0,57491.12,2587.1
614.0,610.0,57491.12,2587.1
609.0,608.0,39315.28,1572.61
608.0,609.0,39315.28,1572.61
3012.0,3006.0,48698.99,1947.96
3006.0,3012.0,48698.99,1947.96
3012.0,3142.0,52159.92,2086.4
3142.0,3012.0,52159.92,2086.4
3012.0,3014.0,53017.7,2120.71
3014.0,3012.0,53017.7,2120.71
2384.0,2211.0,71733.64,2869.35
2211.0,2384.0,71733.64,2869.35
2384.0,2224.0,30982.79,1239.31
2224.0,2384.0,30982.79,1239.31
2384.0,2270.0,32895.23,1315.81
2270.0,2384.0,32895.23,1315.81
2384.0,2382.0,49104.88,1964.2
2382.0,2384.0,49104.88,1964.2
587.0,3002.0,32046.28,1281.85
3002.0,587.0,32046.28,1281.85
3002.0,3001.0,50369.7,2014.79
3001.0,3002.0,50369.7,2014.79
2222.0,2205.0,40978.0,1639.12
2205.0,2222.0,40978.0,1639.12
2222.0,2264.0,33652.67,1346.11
2264.0,2222.0,33652.67,1346.11
2222.0,2373.0,28458.89,1280.65
2373.0,2222.0,28458.89,1280.65
688.0,2205.0,45963.93,1838.56
2205.0,688.0,45963.93,1838.56
688.0,2251.0,97695.87,3907.83
2251.0,688.0,97695.87,3907.83
688.0,3142.0,68837.32,2753.49
3142.0,688.0,68837.32,2753.49
688.0,2978.0,102695.05,4107.8
2978.0,688.0,102695.05,4107.8
2205.0,2265.0,51479.52,2059.18
2265.0,2205.0,51479.52,2059.18
2205.0,2249.0,66547.61,2661.9
2249.0,2205.0,66547.61,2661.9
2205.0,2373.0,13364.08,534.56
2373.0,2205.0,13364.08,534.56
2205.0,2383.0,23069.01,1038.11
2383.0,2205.0,23069.01,1038.11
2251.0,2249.0,62948.73,2517.95
2249.0,2251.0,62948.73,2517.95
2251.0,2290.0,36777.67,1471.11
2290.0,2251.0,36777.67,1471.11
3142.0,2978.0,44710.35,1788.41
2978.0,3142.0,44710.35,1788.41
2978.0,3014.0,36673.38,1466.94
3014.0,2978.0,36673.38,1466.94
2978.0,3087.0,47258.03,2126.61
3087.0,2978.0,47258.03,2126.61
2211.0,2195.0,215446.12,8617.84
2195.0,2211.0,215446.12,8617.84
2211.0,2208.0,64977.8,2599.11
2208.0,2211.0,64977.8,2599.11
2211.0,2224.0,54614.15,2184.57
2224.0,2211.0,54614.15,2184.57
2211.0,2370.0,37431.96,1497.28
2370.0,2211.0,37431.96,1497.28
2211.0,2215.0,43373.72,1734.95
2215.0,2211.0,43373.72,1734.95
2208.0,2240.0,40842.2,1633.69
2240.0,2208.0,40842.2,1633.69
2208.0,2215.0,41866.91,1674.68
2215.0,2208.0,41866.91,1674.68
2067.0,1928.0,80170.2,3206.81
1928.0,2067.0,80170.2,3206.81
2067.0,2045.0,28985.88,1159.44
2045.0,2067.0,28985.88,1159.44
3091.0,3001.0,65570.77,2622.83
3001.0,3091.0,65570.77,2622.83
3091.0,3003.0,98899.45,3955.98
3003.0,3091.0,98899.45,3955.98
2240.0,2214.0,57734.46,2309.38
2214.0,2240.0,57734.46,2309.38
2240.0,2242.0,46247.47,1849.9
2242.0,2240.0,46247.47,1849.9
2240.0,2241.0,48561.6,1942.46
2241.0,2240.0,48561.6,1942.46
2240.0,2311.0,54326.32,2173.05
2311.0,2240.0,54326.32,2173.05
717.0,2373.0,25344.89,1140.52
2373.0,717.0,25344.89,1140.52
729.0,815.0,72945.08,2917.8
815.0,729.0,72945.08,2917.8
729.0,730.0,42340.03,1693.6
730.0,729.0,42340.03,1693.6
729.0,748.0,34112.0,1364.48
748.0,729.0,34112.0,1364.48
729.0,972.0,63846.81,2553.87
972.0,729.0,63846.81,2553.87
815.0,1026.0,106653.08,4266.12
1026.0,815.0,106653.08,4266.12
815.0,817.0,92972.03,3718.88
817.0,815.0,92972.03,3718.88
815.0,746.0,41676.01,1875.42
746.0,815.0,41676.01,1875.42
730.0,981.0,69722.58,2788.9
981.0,730.0,69722.58,2788.9
730.0,742.0,111362.09,4454.48
742.0,730.0,111362.09,4454.48
730.0,919.0,58246.77,2329.87
919.0,730.0,58246.77,2329.87
730.0,817.0,83190.72,3327.63
817.0,730.0,83190.72,3327.63
730.0,748.0,72927.28,3281.73
748.0,730.0,72927.28,3281.73
748.0,972.0,36590.96,1463.64
972.0,748.0,36590.96,1463.64
748.0,856.0,200928.77,8037.15
856.0,748.0,200928.77,8037.15
972.0,746.0,27611.73,1104.47
746.0,972.0,27611.73,1104.47
981.0,886.0,33098.5,1489.43
886.0,981.0,33098.5,1489.43
981.0,745.0,45477.57,2046.49
745.0,981.0,45477.57,2046.49
981.0,1034.0,40734.27,1833.04
1034.0,981.0,40734.27,1833.04
742.0,3505.0,99863.74,3994.55
3505.0,742.0,99863.74,3994.55
742.0,853.0,91344.58,3653.78
853.0,742.0,91344.58,3653.78
742.0,917.0,67968.77,2718.75
917.0,742.0,67968.77,2718.75
742.0,919.0,66056.69,2972.55
919.0,742.0,66056.69,2972.55
742.0,799.0,66964.82,3013.42
799.0,742.0,66964.82,3013.42
742.0,3733.0,75463.42,3395.85
3733.0,742.0,75463.42,3395.85
919.0,886.0,39816.47,1592.66
886.0,919.0,39816.47,1592.66
919.0,917.0,36469.46,1641.13
917.0,919.0,36469.46,1641.13
817.0,745.0,47073.58,1882.94
745.0,817.0,47073.58,1882.94
817.0,769.0,33043.2,1321.73
769.0,817.0,33043.2,1321.73
731.0,733.0,51562.45,2062.5
733.0,731.0,51562.45,2062.5
731.0,792.0,42397.48,1907.89
792.0,731.0,42397.48,1907.89
733.0,847.0,22068.6,882.74
847.0,733.0,22068.6,882.74
733.0,792.0,49661.06,1986.44
792.0,733.0,49661.06,1986.44
733.0,874.0,35916.74,1436.67
874.0,733.0,35916.74,1436.67
733.0,759.0,70419.62,2816.78
759.0,733.0,70419.62,2816.78
733.0,837.0,50028.34,2001.13
837.0,733.0,50028.34,2001.13
733.0,933.0,55117.63,2204.71
933.0,733.0,55117.63,2204.71
732.0,827.0,96128.18,3845.13
827.0,732.0,96128.18,3845.13
732.0,829.0,58699.42,2347.98
829.0,732.0,58699.42,2347.98
732.0,781.0,83773.41,3350.94
781.0,732.0,83773.41,3350.94
732.0,754.0,118911.26,4756.45
754.0,732.0,118911.26,4756.45
732.0,770.0,73446.39,3305.09
770.0,732.0,73446.39,3305.09
827.0,912.0,73482.98,2939.32
912.0,827.0,73482.98,2939.32
827.0,1044.0,40852.12,1838.35
1044.0,827.0,40852.12,1838.35
829.0,1027.0,16583.69,663.35
1027.0,829.0,16583.69,663.35
829.0,921.0,25688.78,1156.0
921.0,829.0,25688.78,1156.0
781.0,770.0,71038.12,2841.52
770.0,781.0,71038.12,2841.52
781.0,780.0,62201.58,2488.06
780.0,781.0,62201.58,2488.06
781.0,763.0,66755.66,3004.0
763.0,781.0,66755.66,3004.0
781.0,1007.0,69138.89,3111.25
1007.0,781.0,69138.89,3111.25
754.0,765.0,63776.21,2551.05
765.0,754.0,63776.21,2551.05
754.0,1007.0,34175.81,1367.03
1007.0,754.0,34175.81,1367.03
754.0,925.0,52675.11,2107.0
925.0,754.0,52675.11,2107.0
754.0,758.0,47182.41,2123.21
758.0,754.0,47182.41,2123.21
847.0,821.0,25504.35,1020.17
821.0,847.0,25504.35,1020.17
847.0,792.0,35878.21,1614.52
792.0,847.0,35878.21,1614.52
792.0,944.0,45879.2,1835.17
944.0,792.0,45879.2,1835.17
874.0,759.0,31574.49,1262.98
759.0,874.0,31574.49,1262.98
874.0,933.0,60917.7,2741.3
933.0,874.0,60917.7,2741.3
759.0,2984.0,85558.78,3422.35
2984.0,759.0,85558.78,3422.35
837.0,861.0,76306.6,3052.26
861.0,837.0,76306.6,3052.26
837.0,910.0,51568.79,2062.75
910.0,837.0,51568.79,2062.75
933.0,807.0,53046.31,2121.85
807.0,933.0,53046.31,2121.85
933.0,813.0,56316.89,2252.68
813.0,933.0,56316.89,2252.68
933.0,3270.0,103796.84,4151.87
3270.0,933.0,103796.84,4151.87
933.0,3300.0,98349.0,3933.96
3300.0,933.0,98349.0,3933.96
777.0,969.0,30910.02,1390.95
969.0,777.0,30910.02,1390.95
944.0,833.0,78842.61,3153.7
833.0,944.0,78842.61,3153.7
902.0,783.0,74066.56,3333.0
783.0,902.0,74066.56,3333.0
902.0,973.0,66080.12,2973.61
973.0,902.0,66080.12,2973.61
801.0,811.0,33324.66,1332.99
811.0,801.0,33324.66,1332.99
801.0,809.0,19518.17,780.73
809.0,801.0,19518.17,780.73
801.0,929.0,29774.47,1190.98
929.0,801.0,29774.47,1190.98
809.0,1017.0,20793.57,935.71
1017.0,809.0,20793.57,935.71
809.0,785.0,31689.53,1426.03
785.0,809.0,31689.53,1426.03
869.0,928.0,28798.81,1151.95
928.0,869.0,28798.81,1151.95
869.0,1005.0,35650.7,1604.28
1005.0,869.0,35650.7,1604.28
765.0,758.0,26578.76,1063.15
758.0,765.0,26578.76,1063.15
765.0,1007.0,58400.67,2336.03
1007.0,765.0,58400.67,2336.03
765.0,921.0,79635.78,3185.43
921.0,765.0,79635.78,3185.43
896.0,951.0,18755.82,750.23
951.0,896.0,18755.82,750.23
896.0,783.0,46433.63,2089.51
783.0,896.0,46433.63,2089.51
740.0,907.0,46940.88,1877.64
907.0,740.0,46940.88,1877.64
740.0,814.0,22624.71,904.99
814.0,740.0,22624.71,904.99
740.0,951.0,35510.35,1420.41
951.0,740.0,35510.35,1420.41
740.0,783.0,60385.02,2415.4
783.0,740.0,60385.02,2415.4
785.0,852.0,20406.58,816.26
852.0,785.0,20406.58,816.26
783.0,991.0,30861.01,1388.75
991.0,783.0,30861.01,1388.75
783.0,951.0,28177.3,1267.98
951.0,783.0,28177.3,1267.98
969.0,852.0,17151.06,686.04
852.0,969.0,17151.06,686.04
903.0,830.0,22648.62,905.94
830.0,903.0,22648.62,905.94
903.0,858.0,28458.3,1138.33
858.0,903.0,28458.3,1138.33
903.0,928.0,49755.68,1990.23
928.0,903.0,49755.68,1990.23
1005.0,807.0,39386.16,1575.45
807.0,1005.0,39386.16,1575.45
833.0,821.0,32096.78,1283.87
821.0,833.0,32096.78,1283.87
833.0,1013.0,34885.55,1395.42
1013.0,833.0,34885.55,1395.42
833.0,861.0,125379.91,5015.2
861.0,833.0,125379.91,5015.2
773.0,806.0,52920.52,2116.82
806.0,773.0,52920.52,2116.82
773.0,830.0,29855.32,1194.21
830.0,773.0,29855.32,1194.21
971.0,929.0,33834.61,1522.56
929.0,971.0,33834.61,1522.56
973.0,921.0,117030.86,4681.23
921.0,973.0,117030.86,4681.23
973.0,806.0,65041.14,2926.85
806.0,973.0,65041.14,2926.85
973.0,830.0,46924.0,2111.58
830.0,973.0,46924.0,2111.58
813.0,807.0,57276.92,2291.08
807.0,813.0,57276.92,2291.08
845.0,758.0,72204.11,2888.16
758.0,845.0,72204.11,2888.16
845.0,768.0,62468.96,2498.76
768.0,845.0,62468.96,2498.76
845.0,925.0,44916.75,1796.67
925.0,845.0,44916.75,1796.67
845.0,1026.0,43461.65,1955.77
1026.0,845.0,43461.65,1955.77
736.0,935.0,41288.28,1651.53
935.0,736.0,41288.28,1651.53
736.0,842.0,134544.34,5381.77
842.0,736.0,134544.34,5381.77
736.0,880.0,213481.49,8539.26
880.0,736.0,213481.49,8539.26
935.0,772.0,128303.91,5132.16
772.0,935.0,128303.91,5132.16
935.0,842.0,96067.07,4323.02
842.0,935.0,96067.07,4323.02
935.0,880.0,184299.41,8293.47
880.0,935.0,184299.41,8293.47
842.0,915.0,58793.03,2351.72
915.0,842.0,58793.03,2351.72
737.0,772.0,96131.79,3845.27
772.0,737.0,96131.79,3845.27
737.0,739.0,142261.19,5690.45
739.0,737.0,142261.19,5690.45
737.0,771.0,61574.73,2770.86
771.0,737.0,61574.73,2770.86
772.0,771.0,87719.69,3508.79
771.0,772.0,87719.69,3508.79
739.0,763.0,124806.16,4992.25
763.0,739.0,124806.16,4992.25
